UniqueLog,SiteName,LogID,splot1,X1,Y1,splot2,X2,Y2,Direction,Length,Diameter,Log.BA,logdecomp
1,T-BT,1,1,15.9,7.2,10,21.9,0.3,139,9.1,0.847,7.742,1
2,T-BT,2,1,7,10.2,2,8.7,34.5,4,24.4,1.534,37.373,3
3,T-BT,3,2,7.2,24.7,2,0.2,22,249,7.5,1.337,10.030,1
4,T-BT,4,2,15.8,39.5,7,26,67.4,20,29.7,1.019,30.258,1
5,T-BT,5,3,11.9,57,2,10.7,39.5,184,17.5,0.395,6.924,1
6,T-BT,6,3,16.2,59.2,3,0.9,51.1,242,17.3,0.242,4.188,1
7,T-BT,7,4,11.8,60.1,5,18.4,100,9,40.4,1.572,63.593,2
8,T-BT,8,4,15.6,61.7,8,29.2,41.6,146,24.3,0.321,7.802,3
9,T-BT,9,6,30.4,86.8,2,7.7,33.4,203,58.0,1.920,111.407,1
10,T-BT,10,6,24.5,85.4,5,13.3,88.4,285,11.6,0.210,2.435,2
11,T-BT,11,6,24.2,97.3,6,30.8,85.8,150,13.3,0.287,3.805,2
12,T-BT,12,6,24.9,92.8,15,45.5,86.5,107,21.5,0.281,6.053,2
13,T-BT,13,6,36.6,100,6,34.4,90.4,193,9.8,1.010,9.947,1
14,T-BT,14,6,39,80.4,6,27.7,83.8,287,11.8,0.674,7.953,2
15,T-BT,15,7,35.8,74.2,13,48.1,52.1,151,25.3,1.542,39.001,3
16,T-BT,16,6,27.5,80.7,7,29.3,65.7,173,15.1,0.279,4.215,1
17,T-BT,17,7,21.7,77.9,7,36.1,70.2,118,16.3,0.720,11.757,1
18,T-BT,18,7,23.8,70.5,14,42.4,76.9,71,19.7,0.490,9.638,2
19,T-BT,19,7,28.4,61.1,13,57.1,57.1,98,29.0,1.090,31.585,1
20,T-BT,20,8,23.8,45.3,8,38.9,40.4,108,15.9,0.229,3.635,2
21,T-BT,21,8,35.9,52,18,61.2,51.6,91,25.3,0.262,6.629,2
22,T-BT,22,9,22.9,39.3,10,33.1,0,166,40.6,1.230,49.941,2
23,T-BT,23,10,28.2,10.5,1,17.4,10.1,268,10.8,0.223,2.410,3
24,T-BT,24,11,56.7,3.6,21,83.3,0.3,97,26.8,0.212,5.682,3
25,T-BT,25,12,48.2,20.5,10,38.8,8.4,218,15.3,0.201,3.080,2
26,T-BT,26,12,45.2,33.1,11,56.1,13.5,151,22.4,0.285,6.392,3
27,T-BT,27,12,50.4,35.5,11,50.8,11.9,179,23.6,0.253,5.972,4
28,T-BT,28,12,51.3,34.2,11,47.6,13.1,190,21.4,0.248,5.313,3
29,T-BT,29,12,55.6,26.6,11,48.2,14.7,212,14.0,0.206,2.887,3
30,T-BT,30,12,59.8,22.9,11,51.5,1.2,201,23.2,1.560,36.244,1
31,T-BT,31,12,52.3,23.2,10,34.3,1,219,28.6,1.620,46.300,1
32,T-BT,32,13,49.1,44.3,2,15,36.4,257,35.0,0.960,33.603,1
33,T-BT,33,14,44.9,68.4,14,54.7,65.6,106,10.2,0.622,6.340,1
34,T-BT,34,14,49,61.4,18,68.1,59.4,96,19.2,0.764,14.672,1
35,T-BT,35,14,48.7,70.8,17,65.2,76.2,72,17.4,0.274,4.757,3
36,T-BT,36,15,47.4,82.7,5,8.6,84.1,272,38.8,1.640,63.673,2
37,T-BT,37,15,46.3,97.7,15,57.6,98.9,84,11.4,1.560,17.727,1
38,T-BT,38,15,51.2,95.5,14,48.7,67.4,185,28.2,0.304,8.576,3
39,T-BT,39,15,52.2,95.8,15,54.8,86.9,164,9.3,0.211,1.956,3
40,T-BT,40,15,51,100,15,45.3,87.7,205,13.6,0.700,9.490,1
41,T-BT,41,15,52,95.2,16,71.6,95.9,88,19.6,0.237,4.648,3
42,T-BT,42,15,51,89.3,17,65.7,73,138,21.9,0.239,5.246,3
43,T-BT,43,16,60.2,81.5,16,79.4,85.9,77,19.7,0.292,5.752,3
44,T-BT,44,16,68,100,16,66.9,83.7,184,16.3,1.080,17.644,1
45,T-BT,45,16,74.7,100,16,74.7,86.1,180,13.9,0.294,4.087,2
46,T-BT,46,16,74.8,100,16,74,92.2,186,7.8,0.227,1.780,2
47,T-BT,47,16,79.7,100,16,77.7,91.1,193,9.1,1.700,15.507,2
48,T-BT,48,17,63,67.4,18,69,55.1,154,13.7,0.244,3.339,2
49,T-BT,49,18,78.1,46.1,23,88,52,59,11.5,0.720,8.298,1
50,T-BT,50,18,62.2,54,20,75.8,18.5,159,38.0,1.480,56.264,1
51,T-BT,51,19,62.7,23,11,58.9,10.6,197,13.0,0.310,4.020,2
52,T-BT,52,19,63.3,23.9,19,76.7,23.2,93,13.4,0.356,4.777,2
53,T-BT,53,19,74.6,37.5,24,100,71.9,43,42.8,1.660,70.984,1
54,T-BT,54,19,70.7,22,22,80.1,29.9,50,12.3,0.221,2.714,2
55,T-BT,55,20,77.8,0,20,68.5,17.6,332,19.9,1.020,20.304,1
56,T-BT,56,21,83.5,2.1,21,83.8,17.7,1,15.6,0.314,4.899,3
57,T-BT,57,21,94.9,16.3,21,96.4,0,175,16.4,1.720,28.154,1
58,T-BT,58,21,83.2,0,21,84.7,14,6,14.1,0.350,4.928,2
59,T-BT,59,22,100,31.1,20,67.3,6.4,233,41.0,1.280,52.455,1
60,T-BT,60,24,88.5,60,24,99,60.4,88,10.5,1.640,17.232,1
61,T-BT,61,24,86.7,62.7,24,100,61.7,94,13.3,1.120,14.938,1
62,T-BT,62,23,88.3,53.9,24,100,65.1,54,16.2,0.408,6.608,1
63,T-BT,63,24,97.6,71.4,24,88.6,61.7,223,13.2,0.246,3.255,2
64,T-BT,64,24,92.9,77.8,24,100,60.3,158,18.9,0.320,6.043,3
65,T-MF,1,1,0.6,9.7,2,12.8,22.3,44,17.5,0.218,3.823,2
66,T-MF,2,1,0,14.7,1,1.4,0,175,14.8,0.233,3.441,3
67,T-MF,3,1,0,6.4,1,8.2,1.8,119,9.4,0.220,2.068,3
68,T-MF,4,1,0,6.8,1,5.6,0,150,8.8,0.309,2.722,3
69,T-MF,5,1,5.3,0,1,3.9,6.7,348,6.8,0.215,1.472,3
70,T-MF,6,1,4.8,0.8,1,6,12,6,11.3,0.500,5.632,2
71,T-MF,7,1,6,1.4,1,16.3,0.5,95,10.3,0.440,4.549,1
72,T-MF,8,1,10,0,1,10.3,10,2,10.0,0.226,2.261,3
73,T-MF,9,1,16.6,16.7,1,4,8.8,238,14.9,0.274,4.075,3
74,T-MF,10,1,15.2,15.7,1,16.4,10.8,166,5.0,0.253,1.276,3
75,T-MF,11,1,16,11.2,1,7.8,1.1,219,13.0,0.240,3.122,3
76,T-MF,12,1,12.1,7.7,1,19.2,0,141,10.5,0.377,3.949,3
77,T-MF,13,1,16,5.8,10,33.6,0,115,18.5,0.230,4.262,2
78,T-MF,14,2,16.3,27.7,2,0.7,30.2,279,15.8,0.239,3.776,2
79,T-MF,15,2,15.5,29.6,9,27,26.9,103,11.8,0.310,3.662,4
80,T-MF,16,2,15.6,32.3,9,22.7,23.2,142,11.5,0.330,3.809,3
81,T-MF,17,2,18.7,33.3,9,24.8,36.1,65,6.7,0.235,1.577,1
82,T-MF,18,2,11.1,36.3,9,29,36.3,90,17.9,0.610,10.919,1
83,T-MF,19,2,3.8,39.5,2,17,34.9,109,14.0,0.270,3.774,2
84,T-MF,20,2,4.8,27.8,2,16.9,32.9,67,13.1,0.293,3.847,3
85,T-MF,21,2,4.7,23.9,3,15.3,40.3,33,19.5,0.324,6.327,2
86,T-MF,22,3,3.3,47.9,3,3.1,57.8,359,9.9,0.880,8.714,2
87,T-MF,23,3,11.1,51.3,2,9.6,34.1,185,17.3,0.268,4.627,3
88,T-MF,24,4,2.2,76.7,4,18,79.8,79,16.1,0.270,4.347,3
89,T-MF,25,4,0,77.2,4,16.1,72.9,105,16.7,0.302,5.033,4
90,T-MF,26,4,0,67.6,4,13,63.1,109,13.8,0.246,3.384,2
91,T-MF,27,4,0,64.3,4,5.5,62.7,106,5.7,0.259,1.484,2
92,T-MF,28,4,0,61.2,4,7.5,66.1,57,9.0,0.245,2.195,3
93,T-MF,29,4,1.6,60.6,2,14.8,39.4,148,25.0,0.286,7.142,3
94,T-MF,30,4,12.4,64.9,7,29.3,69.1,76,17.4,0.256,4.458,3
95,T-MF,31,4,13.9,71.1,8,23,54.7,151,18.8,1.040,19.506,1
96,T-MF,32,5,5,88.3,5,2.5,93.7,335,6.0,0.370,2.202,2
97,T-MF,33,5,5.3,88.5,5,18.3,88,92,13.0,0.253,3.291,3
98,T-MF,34,5,10.1,88.4,5,0,91.7,288,10.6,0.216,2.295,3
99,T-MF,35,5,3,87.8,5,2.1,95,353,7.3,0.290,2.104,2
100,T-MF,36,5,7.6,89.8,5,13.5,98.2,35,10.3,0.287,2.946,3
101,T-MF,37,5,9,88.8,5,9.4,99.8,2,11.0,0.208,2.290,2
102,T-MF,38,5,10.8,82.7,5,16.1,89.2,39,8.4,0.270,2.264,1
103,T-MF,39,5,8.7,89,4,11.6,78.2,165,11.2,0.213,2.382,1
104,T-MF,40,5,17.6,82.6,7,25.2,76.4,129,9.8,0.329,3.227,2
105,T-MF,41,5,12.9,94.1,7,27.3,76.3,141,22.9,0.420,9.616,2
106,T-MF,42,6,38.2,80.8,14,44,76.7,125,7.1,0.350,2.486,1
107,T-MF,43,6,39.7,84.6,7,33.6,76.5,217,10.1,0.209,2.119,2
108,T-MF,44,6,39.2,94.2,6,31.9,88.1,230,9.5,0.201,1.912,2
109,T-MF,45,6,37.5,92.2,15,40.5,81.8,164,10.8,0.276,2.987,3
110,T-MF,46,6,37,90.6,6,35.2,100,350,9.6,0.221,2.115,2
111,T-MF,47,6,36.2,90,6,36.6,100,2,10.0,0.280,2.802,2
112,T-MF,48,6,34.3,100,6,22.7,84.1,216,19.7,0.539,10.608,2
113,T-MF,49,6,34.9,97.6,15,49.6,90.1,117,16.5,0.258,4.258,3
114,T-MF,51,6,30.7,98.3,15,44.1,96.9,96,13.5,0.512,6.898,1
115,T-MF,52,14,43.9,77.9,6,35.4,100,341,23.7,0.780,18.469,1
116,T-MF,53,6,35.7,97.5,15,44.3,94.2,111,9.2,0.252,2.321,1
117,T-MF,54,6,30.5,85.2,6,32.4,97,9,12.0,0.440,5.259,1
118,T-MF,55,6,35,86.6,6,33.7,100,355,13.5,0.780,10.501,2
119,T-MF,56,6,24.5,93.6,15,43.1,83.3,119,21.3,0.361,7.675,3
120,T-MF,57,6,33.5,88.9,15,43.7,85,111,10.9,0.397,4.335,3
121,T-MF,58,6,22.6,97.6,6,31.6,96.8,95,9.0,0.380,3.433,1
122,T-MF,59,6,21.8,82.3,7,26.6,64.4,165,18.5,0.212,3.929,3
123,T-MF,60,6,27,80.5,14,47,71.2,115,22.1,0.640,14.116,1
124,T-MF,61,7,24.1,71.3,8,28.6,58.3,161,13.8,0.380,5.228,1
125,T-MF,62,7,27.3,69.1,8,30.2,57.4,166,12.1,0.275,3.315,3
126,T-MF,63,4,12.1,73.3,3,18.6,56.3,159,18.2,0.330,6.006,1
127,T-MF,64,7,21.7,64.2,8,29.6,48.6,153,17.5,0.290,5.071,1
128,T-MF,65,7,30.5,69.5,14,41.3,75.5,61,12.4,0.310,3.830,2
129,T-MF,66,7,31,79,7,28.5,68,193,11.3,0.282,3.181,3
130,T-MF,67,8,38.2,56.4,14,49.3,66.4,48,14.9,0.580,8.665,1
131,T-MF,68,8,37.3,50.1,13,50.3,49.9,91,13.0,0.454,5.903,3
132,T-MF,69,8,37.5,48.9,9,37,39.4,183,9.5,0.210,1.998,3
133,T-MF,70,8,30.3,41.3,8,22.5,44,289,8.3,0.640,5.283,1
134,T-MF,71,8,28.5,54.8,8,32.4,48.1,150,7.8,0.267,2.070,2
135,T-MF,72,8,29.8,58.1,8,30.4,45.8,177,12.3,0.225,2.771,2
136,T-MF,73,8,20.6,44.6,8,33.4,58.3,43,18.7,0.402,7.537,1
137,T-MF,74,9,35.2,23.7,9,32.3,36.2,347,12.8,0.390,5.004,1
138,T-MF,75,9,25.2,37.2,8,31,53.3,20,17.1,0.620,10.610,1
139,T-MF,76,9,26.1,25.6,10,27.5,16.5,171,9.2,0.211,1.943,3
140,T-MF,77,10,20.1,1.8,10,32,0,117,12.0,0.340,4.092,3
141,T-MF,78,10,20.1,2.2,10,29.2,0,108,9.4,0.760,7.115,1
142,T-MF,79,10,25.5,6.3,10,38.7,0,142,14.6,0.245,3.583,3
143,T-MF,80,10,39.5,0,10,38.2,8.2,351,8.3,0.610,5.064,1
144,T-MF,81,10,38.7,2.9,10,37.8,8.4,351,5.6,0.420,2.341,1
145,T-MF,82,15,42.1,82.6,15,46.1,86.1,49,5.3,0.280,1.488,1
146,T-MF,83,15,40.6,84.8,14,41.3,74.5,176,10.3,0.209,2.158,2
147,T-MF,84,15,42.7,91.4,15,46.6,99,27,8.5,0.263,2.247,3
148,T-MF,85,15,46,100,15,54.1,89.6,142,13.2,0.303,3.994,3
149,T-MF,86,15,49.6,98.1,14,44.5,61.8,188,36.7,0.600,21.994,3
150,T-MF,87,15,48.6,90.8,15,56.6,94.7,64,8.9,0.249,2.216,3
151,T-MF,88,16,62.5,84.2,15,47.7,96.2,309,19.1,0.245,4.668,2
152,T-MF,89,15,52.4,95.5,15,56,100,35,5.8,0.313,1.804,1
153,T-MF,90,15,59.9,95.3,15,54.9,97,289,5.3,0.225,1.188,1
154,T-MF,91,14,58.1,64.7,17,74.3,67.8,79,16.5,0.231,3.810,3
155,T-MF,92,14,51.8,62.1,17,72,66,79,20.6,0.271,5.575,3
156,T-MF,93,14,57.5,72.3,17,67.1,75.4,72,10.1,0.276,2.784,3
157,T-MF,94,14,49.1,79.5,14,54.5,70.8,148,10.2,0.208,2.130,3
158,T-MF,95,14,51.1,77.3,15,47.7,87.8,342,11.0,0.720,7.946,1
159,T-MF,96,14,41.2,69.9,14,49.9,72.7,72,9.1,0.540,4.935,1
160,T-MF,97,14,42.4,65,14,45.6,76.1,16,11.6,0.400,4.621,1
161,T-MF,98,14,41.1,67.5,14,55.4,70,80,14.5,0.214,3.107,2
162,T-MF,99,14,42,68.4,13,41.8,55.4,181,13.0,0.760,9.881,1
163,T-MF,100,13,45.7,42.5,8,30.4,40.1,261,15.5,0.235,3.639,3
164,T-MF,101,13,54.5,56.4,13,40.8,46.8,235,16.7,0.580,9.703,3
165,T-MF,102,13,43.3,50.9,17,63,62.7,59,23.0,0.412,9.461,2
166,T-MF,103,13,51.2,59.3,14,55,67.1,26,8.7,0.380,3.297,1
167,T-MF,104,13,48.3,59.9,13,57.6,50.6,135,13.2,0.380,4.998,1
168,T-MF,105,13,47.9,58.6,18,61.6,48.3,127,17.1,0.280,4.799,2
169,T-MF,106,13,54.5,50.7,13,58.9,45.8,138,6.6,0.380,2.503,1
170,T-MF,107,13,53.9,48.5,12,59.3,28.3,165,20.9,0.258,5.395,3
171,T-MF,108,12,58.6,21.8,12,57.3,31.1,352,9.4,0.300,2.817,1
172,T-MF,109,12,57,30.9,20,66.4,14,151,19.3,0.238,4.603,3
173,T-MF,110,12,46.1,26.3,10,25.1,15.1,242,23.8,0.840,19.992,3
174,T-MF,111,12,44.3,23.1,10,27.4,18.9,256,17.4,0.262,4.562,3
175,T-MF,112,12,40.1,35.9,11,41,19.4,177,16.5,0.275,4.544,2
176,T-MF,113,12,41.8,28.8,12,40.7,23.4,192,5.5,0.240,1.323,1
177,T-MF,114,12,48.2,34.3,19,67.9,31.5,98,19.9,0.276,5.492,3
178,T-MF,115,11,44.7,13.3,12,48.7,21.5,26,9.1,0.234,2.135,2
179,T-MF,116,11,48.1,0,11,45.1,6.8,336,7.4,0.440,3.270,1
180,T-MF,117,11,54.6,6.8,20,60.7,0.2,137,9.0,0.437,3.927,3
181,T-MF,118,11,53.2,9.7,12,43.3,26.8,330,19.8,0.560,11.065,1
182,T-MF,119,11,51.1,18.1,11,44.5,16.9,260,6.7,0.305,2.046,2
183,T-MF,120,20,67.7,8.5,12,52,27.9,321,25.0,0.510,12.728,2
184,T-MF,121,20,66.8,7,20,78.2,9.9,76,11.8,0.241,2.835,2
185,T-MF,122,20,75.1,0,20,70.3,9,332,10.2,0.460,4.692,2
186,T-MF,123,20,75.4,4.3,21,82.1,1,116,7.5,0.286,2.136,3
187,T-MF,124,20,79,5.2,20,77.4,11.1,345,6.1,0.250,1.528,2
188,T-MF,125,20,76,12.1,21,90.4,11.1,94,14.4,0.319,4.605,2
189,T-MF,126,20,78.7,14.7,20,74,4.2,204,11.5,0.219,2.519,3
190,T-MF,127,20,77.3,18.3,21,90.5,13.5,110,14.0,0.347,4.874,2
191,T-MF,128,19,77.5,34.1,23,91.9,45.7,51,18.5,0.640,11.834,1
192,T-MF,129,19,73.2,31.9,22,82.7,35.8,68,10.3,0.211,2.167,2
193,T-MF,130,19,73.2,35.5,22,93.6,29.7,106,21.2,0.292,6.193,2
194,T-MF,131,19,73.4,33,22,80.8,32.6,93,7.4,0.213,1.579,3
195,T-MF,132,19,64.5,39.4,18,75.8,41.4,80,11.5,0.229,2.628,3
196,T-MF,133,19,61.5,33.6,22,92.8,29.8,97,31.5,0.560,17.657,2
197,T-MF,134,19,63.6,31.7,22,91.1,31.2,91,27.5,0.395,10.864,2
198,T-MF,135,18,63.9,45.4,12,59,31.1,199,15.1,0.256,3.870,3
199,T-MF,136,18,63.9,43.8,19,76.4,34.7,126,15.5,0.245,3.788,2
200,T-MF,137,18,63.9,42,19,76,39.4,102,12.4,0.261,3.230,2
201,T-MF,138,18,70.4,42.2,18,68.7,54.6,352,12.5,0.600,7.510,1
202,T-MF,139,18,77.2,45.5,19,68.8,29.8,208,17.8,0.286,5.092,2
203,T-MF,140,18,65.2,51.6,12,55.9,28.7,202,24.7,0.300,7.415,3
204,T-MF,141,18,65.2,54.7,14,58.6,74.9,342,21.3,0.540,11.475,1
205,T-MF,142,18,71.2,55.5,17,64.6,72.7,339,18.4,0.620,11.422,2
206,T-MF,143,18,68.2,56.1,23,81.2,51.6,109,13.8,0.296,4.072,2
207,T-MF,144,17,71.3,75.8,17,60.3,65.5,227,15.1,0.243,3.662,3
208,T-MF,145,17,65.5,61.4,14,54.1,78.2,326,20.3,0.600,12.182,1
209,T-MF,146,17,62.7,77.1,7,38.5,66.3,246,26.5,0.640,16.960,1
210,T-MF,147,17,70,78.6,16,73.6,93.1,14,14.9,0.273,4.079,2
211,T-MF,148,17,73.6,71,24,94.6,68.4,97,21.2,0.311,6.581,2
212,T-MF,149,16,74,81.9,15,51.1,81.1,268,22.9,0.277,6.347,2
213,T-MF,150,16,74.4,87,16,79.7,85.5,106,5.5,0.296,1.630,2
214,T-MF,151,16,71.5,89.5,25,85.2,93.9,72,14.4,0.251,3.612,2
215,T-MF,152,16,73.2,93.6,25,95.9,93.6,90,22.7,0.209,4.744,2
216,T-MF,153,16,73.8,93,16,77,100,22,7.7,0.337,2.594,1
217,T-MF,154,16,72.2,100,17,73,77.4,178,22.6,0.388,8.774,1
218,T-MF,155,16,69.2,90.7,16,68.4,100,356,9.3,0.519,4.845,2
219,T-MF,156,25,100,91.4,25,93.3,97.4,312,9.0,0.460,4.137,1
220,T-MF,157,25,89.9,82.7,25,89.7,91.9,359,9.2,0.360,3.313,1
221,T-MF,158,25,91.9,100,25,95.1,92.9,156,7.8,0.600,4.673,1
222,T-MF,159,25,88.8,98.3,25,82.5,100,293,6.5,0.680,4.437,2
223,T-MF,160,25,81.8,99.6,25,84.5,82.5,171,17.3,0.238,4.120,3
224,T-MF,161,25,81.4,80.1,25,85.8,99.1,13,19.5,0.690,13.457,1
225,T-MF,162,25,80.2,100,25,83.6,84.1,168,16.3,0.400,6.504,1
226,T-MF,163,24,96.9,71,24,100,65.6,140,6.2,0.303,1.887,3
227,T-MF,164,24,94.8,78.8,25,100,80.4,76,5.4,1.520,8.270,1
228,T-MF,165,24,80.7,79.7,24,90.6,74.2,119,11.3,0.282,3.194,3
229,T-MF,166,24,88.2,78.5,24,82.9,69.2,210,10.7,0.840,8.992,1
230,T-MF,167,24,91.5,70.8,25,91.5,97.3,0.01,26.5,0.620,16.430,1
231,T-MF,168,23,95.4,54.5,24,98.1,68.4,11,14.2,0.620,8.779,2
232,T-MF,169,23,90,45.6,22,99.7,35.9,135,13.7,0.314,4.307,2
233,T-MF,170,23,80.3,42.4,23,92.3,43,87,12.0,0.428,5.142,1
234,T-MF,171,22,80.7,24.2,22,84.5,30.5,31,7.4,0.209,1.538,2
235,T-MF,172,22,81.9,29.2,22,88.2,35.7,44,9.1,0.250,2.263,2
236,T-MF,173,22,95.6,33.7,18,76.8,53.8,317,27.5,1.200,33.026,1
237,T-MF,174,22,94.5,39.5,22,90.7,29.2,200,11.0,0.202,2.218,2
238,T-MF,175,22,90.4,39.9,22,97.1,33.6,133,9.2,0.260,2.391,1
239,T-MF,176,22,99.5,27.9,23,93.3,41.8,336,15.2,0.257,3.912,2
240,T-MF,177,21,100,7.2,22,96.8,29.7,352,22.7,0.332,7.545,3
241,T-MF,178,22,90.8,31.8,21,93.7,15.4,170,16.7,0.237,3.947,3
242,T-MF,179,21,82,7.3,21,83.3,0,170,7.4,0.320,2.373,3
243,T-MF,180,21,82.4,5.6,21,89.4,0,130,9.0,0.324,2.904,3
244,T-MF,181,21,90.1,1.4,20,71,9.5,293,20.7,0.333,6.909,2
245,T-MF,182,21,87.7,0,21,100,11.9,47,17.1,0.262,4.484,3
246,T-MF,183,21,91.8,5.4,21,100,2.7,108,8.6,0.242,2.089,2
247,T-MF,184,21,98.7,6.6,22,90.7,28.6,340,23.4,0.325,7.608,2
248,T-MF,185,21,93.1,10,22,90.1,24.3,348,14.6,0.403,5.888,2
249,T-MF,186,21,91.6,18.4,21,98,8.1,148,12.1,0.274,3.323,2
250,T-MF,187,21,82.6,13.3,19,73.9,23.3,319,13.3,0.560,7.423,1
251,T-SX,1,1,14,0,1,14.9,10.6,5,10.6,1.460,15.532,1
252,T-SX,2,1,11.8,0,1,5.8,7.9,323,9.9,0.417,4.137,1
253,T-SX,3,1,4.7,0,2,11.1,25.6,14,26.4,0.780,20.583,1
254,T-SX,4,1,8.7,0,1,12.4,13.1,16,13.6,0.400,5.445,1
255,T-SX,5,2,19.1,20.7,1,14.5,14.6,217,7.6,0.680,5.195,1
256,T-SX,6,1,0,19,1,5,19.4,85,5.0,0.475,2.383,2
257,T-SX,7,1,0,13,1,6.7,16,66,7.3,0.720,5.286,1
258,T-SX,8,3,4.9,41.8,7,22.9,64.8,38,29.2,1.520,44.393,1
259,T-SX,9,4,13.8,60.1,4,7.1,68.1,320,10.4,0.210,2.191,3
260,T-SX,10,4,0,68.4,3,9,42.2,161,27.7,0.540,14.959,2
261,T-SX,11,5,2.3,91.2,6,23.6,90.1,93,21.3,0.340,7.252,2
262,T-SX,12,5,12.6,92.3,7,21.7,75.9,151,18.8,0.210,3.939,1
263,T-SX,13,5,8.1,83.5,6,20.9,81,101,13.0,0.250,3.260,1
264,T-SX,14,10,20.05,4.4,10,22.8,14.7,15,10.7,0.440,4.691,1
265,T-SX,15,10,22.5,4.3,10,27.7,11.7,35,9.0,0.360,3.256,1
266,T-SX,16,10,31.1,19.9,11,42.2,0,153,22.8,1.171,26.683,1
267,T-SX,17,9,23.9,21.2,2,15.7,31.4,321,13.1,0.668,8.742,2
268,T-SX,18,9,34.1,21.9,12,41.3,29.4,44,10.4,0.573,5.957,1
269,T-SX,19,9,35.5,34.3,8,34,56.1,356,21.9,1.140,24.911,1
270,T-SX,20,6,20.7,88.2,7,27.5,62.9,165,26.2,0.315,8.252,3
271,T-SX,21,7,20,67.5,6,35.6,98.1,27,34.3,2.165,74.361,2
272,T-SX,22,7,33.4,74.5,7,27.7,78.8,307,7.1,0.239,1.706,2
273,T-SX,23,6,22.5,100,6,29,94.4,131,8.6,0.299,2.565,2
274,T-SX,24,6,21.6,95.6,15,48.7,81.2,118,30.7,0.700,21.482,2
275,T-SX,25,6,34.2,94.7,14,44.5,66.4,160,30.1,0.382,11.504,2
276,T-SX,26,6,20.3,93.2,7,36,70,146,28.0,0.509,14.259,2
277,T-SX,27,6,20.7,87.9,7,25,63.7,170,24.6,0.446,10.962,2
278,T-SX,28,6,29.1,93.4,15,46.6,83.3,120,20.2,0.248,5.011,2
279,T-SX,29,6,33.9,93.9,14,54.7,74.5,133,28.4,0.382,10.865,2
280,T-SX,30,6,38.9,90.3,14,47.6,76.4,148,16.4,0.200,3.165,2
281,T-SX,31,6,31.1,81.9,6,38,86.5,56,8.3,0.449,3.723,1
282,T-SX,32,6,32.4,82.5,6,23.4,85.9,291,9.6,0.200,1.847,2
283,T-SX,33,15,41.7,96.6,6,20.3,99.2,277,21.6,0.274,5.907,2
284,T-SX,34,15,44.7,84.4,6,37.6,99,334,16.2,0.509,8.264,1
285,T-SX,35,15,54.6,95.1,15,51.6,99.1,323,5.0,0.598,2.990,1
286,T-SX,37,15,54.8,84.7,15,42.2,85.4,273,12.6,0.433,5.464,1
287,T-SX,38,14,56,76.1,14,41.8,75.4,267,14.2,0.232,3.298,3
288,T-SX,39,14,54.4,71.4,14,51.2,76.3,327,5.9,0.535,3.131,1
289,T-SX,40,14,44.2,62.2,15,46.1,100,5,19.9,0.258,5.132,4
